STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY
1613504530110520,05/14/2016 01:30:54 PM,MANHATTAN,453,1 AVE & 10 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,48,05/14/2016 01:31:42 PM,05/14/2016 01:31:57 PM,05/14/2016 01:37:17 PM,05/14/2016 01:48:34 PM,N,Y,383,335,2,2,1
1613505780110649,05/14/2016 03:11:46 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,55,05/14/2016 03:12:41 PM,05/14/2016 03:13:02 PM,05/14/2016 03:15:44 PM,05/14/2016 03:29:26 PM,N,Y,238,183,1,1,1
1613504640110879,05/14/2016 07:10:05 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,6,05/14/2016 07:10:11 PM,05/14/2016 07:10:34 PM,05/14/2016 07:14:08 PM,05/14/2016 07:24:11 PM,N,Y,243,237,1,0,0
1613504460211056,05/14/2016 10:34:42 PM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,School Fire,Structural Fires,34,05/14/2016 10:35:16 PM,05/14/2016 10:35:29 PM,05/14/2016 10:39:41 PM,05/14/2016 10:52:34 PM,N,Y,299,265,3,2,1
1613604460110102,05/15/2016 02:06:08 AM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,37,05/15/2016 02:06:45 AM,05/15/2016 02:07:07 AM,05/15/2016 02:10:32 AM,05/15/2016 02:22:45 AM,N,Y,264,227,4,2,1
1613604870110143,05/15/2016 04:05:52 AM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,50,05/15/2016 04:06:42 AM,05/15/2016 04:07:04 AM,05/15/2016 04:11:45 AM,05/15/2016 04:25:43 AM,N,Y,353,303,1,0,1
1613604460210187,05/15/2016 06:19:22 AM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,44,05/15/2016 06:20:06 AM,05/15/2016 06:20:24 AM,05/15/2016 06:23:38 AM,05/15/2016 06:37:42 AM,N,Y,256,212,3,2,1
1613604870610304,05/15/2016 10:24:59 AM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Smoke,NonMedical Emergencies,9,05/15/2016 10:25:08 AM,05/15/2016 10:25:22 AM,05/15/2016 10:25:25 AM,05/15/2016 10:30:25 AM,N,Y,26,17,3,2,1
1613604300110616,05/15/2016 06:45:18 PM,MANHATTAN,430,2 AVE & 5 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,10,05/15/2016 06:45:28 PM,05/15/2016 06:45:43 PM,05/15/2016 06:52:21 PM,05/15/2016 07:05:50 PM,N,Y,423,413,0,1,0
1613604180210625,05/15/2016 07:03:15 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,12,05/15/2016 07:03:27 PM,05/15/2016 07:03:37 PM,05/15/2016 07:07:22 PM,05/15/2016 07:11:54 PM,N,Y,247,235,1,0,0
1613603670210645,05/15/2016 07:23:40 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,05/15/2016 07:23:47 PM,05/15/2016 07:24:11 PM,05/15/2016 07:28:19 PM,05/15/2016 07:35:50 PM,N,Y,279,272,1,0,0
1613604650210839,05/15/2016 11:22:51 PM,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,05/15/2016 11:22:58 PM,05/15/2016 11:23:28 PM,05/15/2016 11:28:06 PM,05/15/2016 11:40:10 PM,N,Y,315,308,1,0,0
1613704710110048,05/16/2016 03:29:42 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,44,05/16/2016 03:30:26 AM,05/16/2016 03:30:43 AM,05/16/2016 03:33:35 AM,05/16/2016 03:45:48 AM,N,Y,233,189,1,1,1
1613704950110065,05/16/2016 05:01:53 AM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,7,05/16/2016 05:02:00 AM,05/16/2016 05:02:23 AM,05/16/2016 05:06:24 AM,05/16/2016 05:09:27 AM,N,Y,271,264,1,0,0
1613703960110424,05/16/2016 11:40:48 AM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Other Commercial Building Fire,Structural Fires,16,05/16/2016 11:41:04 AM,05/16/2016 11:41:22 AM,05/16/2016 11:44:34 AM,05/16/2016 12:05:28 PM,N,Y,226,210,3,2,1
1613704220110456,05/16/2016 12:15:02 PM,MANHATTAN,422,2 AVE & 3 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,05/16/2016 12:15:09 PM,05/16/2016 12:15:17 PM,05/16/2016 12:17:31 PM,05/16/2016 12:26:18 PM,N,Y,149,142,1,0,0
1613705870110561,05/16/2016 01:50:51 PM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Working on System,NonMedical Emergencies,70,05/16/2016 01:52:01 PM,05/16/2016 01:52:21 PM,05/16/2016 01:56:24 PM,05/16/2016 02:02:28 PM,N,Y,333,263,1,1,1
1613704640210591,05/16/2016 02:14:52 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,7,05/16/2016 02:14:59 PM,05/16/2016 02:15:09 PM,05/16/2016 02:19:14 PM,05/16/2016 02:22:52 PM,N,Y,262,255,1,0,0
1613703940110612,05/16/2016 02:23:49 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/16/2016 02:23:55 PM,05/16/2016 02:24:21 PM,05/16/2016 02:28:20 PM,05/16/2016 02:32:44 PM,N,Y,271,265,1,0,0
1613705060210635,05/16/2016 02:53:33 PM,MANHATTAN,506,5 AVE & 10 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,6,05/16/2016 02:53:39 PM,05/16/2016 02:53:57 PM,05/16/2016 02:59:52 PM,05/16/2016 03:00:53 PM,N,Y,379,373,1,0,0
1613703960510909,05/16/2016 06:08:05 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,7,05/16/2016 06:08:12 PM,05/16/2016 06:08:30 PM,05/16/2016 06:11:39 PM,05/16/2016 06:12:14 PM,N,Y,214,207,1,0,0
1613703670110967,05/16/2016 06:43:25 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,10,05/16/2016 06:43:35 PM,05/16/2016 06:43:47 PM,05/16/2016 06:47:24 PM,05/16/2016 06:49:00 PM,N,Y,239,229,1,0,0
1613703940210976,05/16/2016 07:08:14 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/16/2016 07:08:20 PM,05/16/2016 07:08:37 PM,05/16/2016 07:12:21 PM,05/16/2016 07:21:51 PM,N,Y,247,241,1,0,0
1613703960810982,05/16/2016 07:10:50 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Verbal,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,62,05/16/2016 07:11:52 PM,05/16/2016 07:11:52 PM,05/16/2016 07:18:12 PM,05/16/2016 07:24:41 PM,N,Y,442,380,0,1,0
1613704710211095,05/16/2016 07:55:58 PM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,13,05/16/2016 07:56:11 PM,05/16/2016 07:56:27 PM,05/16/2016 08:01:34 PM,05/16/2016 08:22:54 PM,N,Y,336,323,2,1,1
1613704460111115,05/16/2016 08:07:19 PM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,22,05/16/2016 08:07:41 PM,05/16/2016 08:08:03 PM,05/16/2016 08:10:54 PM,05/16/2016 08:23:54 PM,N,Y,215,193,3,2,1
1613704710411187,05/16/2016 09:37:00 PM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,12,05/16/2016 09:37:12 PM,05/16/2016 09:37:40 PM,05/16/2016 09:40:27 PM,05/16/2016 10:00:34 PM,N,Y,207,195,2,2,1
1613705240111247,05/16/2016 10:57:55 PM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,7,05/16/2016 10:58:02 PM,05/16/2016 10:58:21 PM,05/16/2016 11:02:17 PM,05/16/2016 11:09:19 PM,N,Y,262,255,0,1,0
1613704220211277,05/16/2016 11:30:18 PM,MANHATTAN,422,2 AVE & 3 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,DEFAULT RECORD,First Alarm,Medical MFA - PD Link,Medical MFAs,5,05/16/2016 11:30:23 PM,05/16/2016 11:30:43 PM,05/16/2016 11:34:02 PM,05/16/2016 11:36:36 PM,N,Y,224,219,1,0,0
1613804630110042,05/17/2016 12:57:59 AM,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,6,05/17/2016 12:58:05 AM,05/17/2016 12:58:30 AM,05/17/2016 01:02:21 AM,05/17/2016 01:10:28 AM,N,Y,262,256,0,1,0
1613804790110124,05/17/2016 06:03:53 AM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,DEFAULT RECORD,First Alarm,Medical MFA - EMS Link,Medical MFAs,11,05/17/2016 06:04:04 AM,05/17/2016 06:04:26 AM,05/17/2016 06:11:32 AM,05/17/2016 06:17:25 AM,N,Y,459,448,1,0,0
1613803670110131,05/17/2016 06:12:06 AM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,12,05/17/2016 06:12:18 AM,05/17/2016 06:12:56 AM,05/17/2016 06:16:37 AM,05/17/2016 06:25:42 AM,N,Y,271,259,1,0,0
1613804700110137,05/17/2016 06:19:37 AM,MANHATTAN,470,1 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Smoke,NonMedical Emergencies,16,05/17/2016 06:19:53 AM,05/17/2016 06:20:10 AM,05/17/2016 06:23:18 AM,05/17/2016 06:40:48 AM,N,Y,221,205,3,2,1
1613804870110341,05/17/2016 08:47:18 AM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,67,05/17/2016 08:48:25 AM,05/17/2016 08:48:34 AM,05/17/2016 08:51:53 AM,05/17/2016 08:55:44 AM,N,Y,275,208,3,2,1
1613804630410420,05/17/2016 09:57:42 AM,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,49,05/17/2016 09:58:31 AM,05/17/2016 09:58:47 AM,05/17/2016 10:03:00 AM,05/17/2016 10:24:25 AM,N,Y,318,269,1,0,0
1613804300111402,05/17/2016 10:23:32 PM,MANHATTAN,430,2 AVE & 5 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,78,05/17/2016 10:24:50 PM,05/17/2016 10:25:04 PM,05/17/2016 10:29:13 PM,05/17/2016 10:39:33 PM,N,Y,341,263,2,2,1
1613804300211425,05/17/2016 10:46:10 PM,MANHATTAN,430,2 AVE & 5 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,62,05/17/2016 10:47:12 PM,05/17/2016 10:47:28 PM,05/17/2016 10:52:14 PM,05/17/2016 11:06:41 PM,N,Y,364,302,0,1,0
1613903930110089,05/18/2016 03:20:02 AM,MANHATTAN,393,UNIVERSITY PL & WASHINGTON SQ NORTH,MANHATTAN,10003,6,1,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,30,05/18/2016 03:20:32 AM,05/18/2016 03:21:08 AM,05/18/2016 03:25:19 AM,05/18/2016 03:44:19 AM,N,Y,317,287,3,2,1
1613904730110223,05/18/2016 07:06:24 AM,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,05/18/2016 07:06:32 AM,05/18/2016 07:06:59 AM,05/18/2016 07:11:44 AM,05/18/2016 07:34:29 AM,N,Y,320,312,1,1,0
1613904620110262,05/18/2016 07:33:24 AM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'B' Fire,Structural Fires,34,05/18/2016 07:33:58 AM,05/18/2016 07:34:16 AM,05/18/2016 07:40:11 AM,05/18/2016 07:57:58 AM,N,Y,407,373,3,2,1
1613904370110453,05/18/2016 10:15:42 AM,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,26,05/18/2016 10:16:08 AM,05/18/2016 10:16:16 AM,05/18/2016 10:20:27 AM,05/18/2016 10:36:15 AM,N,Y,285,259,3,3,1
1613904620210501,05/18/2016 11:13:30 AM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,77,05/18/2016 11:14:47 AM,05/18/2016 11:14:59 AM,05/18/2016 11:21:03 AM,05/18/2016 11:47:54 AM,N,Y,453,376,2,2,1
1613904360110532,05/18/2016 11:38:23 AM,MANHATTAN,436,1 AVE & 6 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,34,05/18/2016 11:38:57 AM,05/18/2016 11:39:12 AM,05/18/2016 11:41:55 AM,05/18/2016 11:55:41 AM,N,Y,212,178,2,1,1
1613904620510565,05/18/2016 12:07:15 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,8,05/18/2016 12:07:23 PM,05/18/2016 12:07:37 PM,05/18/2016 12:10:57 PM,05/18/2016 12:15:12 PM,N,Y,222,214,3,2,1
1613904640110577,05/18/2016 12:11:43 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,65,05/18/2016 12:12:48 PM,05/18/2016 12:13:35 PM,05/18/2016 12:16:24 PM,05/18/2016 12:23:01 PM,N,Y,281,216,3,2,1
1613904790110583,05/18/2016 12:19:37 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Working on System,NonMedical Emergencies,79,05/18/2016 12:20:56 PM,05/18/2016 12:21:07 PM,05/18/2016 12:25:24 PM,05/18/2016 12:30:24 PM,N,Y,347,268,2,1,1
1613904620810666,05/18/2016 01:36:57 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,44,05/18/2016 01:37:41 PM,05/18/2016 01:37:53 PM,05/18/2016 01:44:26 PM,05/18/2016 02:12:44 PM,N,Y,449,405,2,2,1
1613904180210720,05/18/2016 02:27:18 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Vehicle Accident - Other,NonMedical Emergencies,43,05/18/2016 02:28:01 PM,05/18/2016 02:28:16 PM,05/18/2016 02:44:03 PM,05/18/2016 03:14:28 PM,N,Y,1005,962,0,0,2
1613905780110749,05/18/2016 02:54:43 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,05/18/2016 02:54:53 PM,05/18/2016 02:55:03 PM,05/18/2016 03:05:58 PM,05/18/2016 03:21:50 PM,N,Y,675,665,1,0,0
1613903390110764,05/18/2016 03:15:11 PM,MANHATTAN,339,BOWERY & HOUSTON ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,3,05/18/2016 03:15:14 PM,05/18/2016 03:15:39 PM,05/18/2016 03:22:07 PM,05/18/2016 04:45:16 PM,N,Y,416,413,1,0,0
1613905660110952,05/18/2016 05:22:43 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,3,05/18/2016 05:22:46 PM,05/18/2016 05:23:58 PM,05/18/2016 05:26:58 PM,05/18/2016 05:38:00 PM,N,Y,255,252,1,0,0
1613905570310974,05/18/2016 05:50:57 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/18/2016 05:51:03 PM,05/18/2016 05:51:27 PM,05/18/2016 05:55:03 PM,05/18/2016 06:05:03 PM,N,Y,246,240,1,0,0
1613903850311065,05/18/2016 07:21:31 PM,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,8,05/18/2016 07:21:39 PM,05/18/2016 07:21:59 PM,05/18/2016 07:25:20 PM,05/18/2016 07:35:37 PM,N,Y,229,221,0,1,0
1613904950111125,05/18/2016 08:49:05 PM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,43,05/18/2016 08:49:48 PM,05/18/2016 08:50:11 PM,05/18/2016 08:58:47 PM,05/18/2016 09:02:50 PM,N,Y,582,539,3,2,1
1613904640211135,05/18/2016 09:02:02 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,53,05/18/2016 09:02:55 PM,05/18/2016 09:03:02 PM,05/18/2016 09:05:41 PM,05/18/2016 09:15:10 PM,N,Y,219,166,3,2,1
1613904620911172,05/18/2016 09:53:21 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'B' Fire,Structural Fires,51,05/18/2016 09:54:12 PM,05/18/2016 09:54:29 PM,05/18/2016 09:58:57 PM,05/18/2016 10:08:11 PM,N,Y,336,285,3,2,1
1613905770111175,05/18/2016 09:56:10 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/18/2016 09:56:16 PM,05/18/2016 09:56:38 PM,05/18/2016 10:00:56 PM,05/18/2016 10:32:47 PM,N,Y,286,280,1,0,0
1613903870111200,05/18/2016 10:27:36 PM,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,9,05/18/2016 10:27:45 PM,05/18/2016 10:28:08 PM,05/18/2016 10:31:43 PM,05/18/2016 10:40:19 PM,N,N,247,238,1,0,0
1614004180110071,05/19/2016 01:44:42 AM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,54,05/19/2016 01:45:36 AM,05/19/2016 01:46:01 AM,05/19/2016 01:49:42 AM,05/19/2016 01:56:07 AM,N,Y,300,246,3,2,1
1614005560110230,05/19/2016 06:52:22 AM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,05/19/2016 06:52:32 AM,05/19/2016 06:53:58 AM,05/19/2016 06:59:25 AM,05/19/2016 07:40:01 AM,N,Y,423,413,1,0,0
1614005660110357,05/19/2016 08:17:57 AM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,44,05/19/2016 08:18:41 AM,05/19/2016 08:19:01 AM,05/19/2016 08:23:08 AM,05/19/2016 08:27:52 AM,N,Y,311,267,3,2,1
1614005870210446,05/19/2016 09:39:58 AM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/19/2016 09:40:04 AM,05/19/2016 09:41:13 AM,05/19/2016 09:46:00 AM,05/19/2016 10:01:42 AM,N,Y,362,356,1,0,0
1614004620110502,05/19/2016 11:06:15 AM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,44,05/19/2016 11:06:59 AM,05/19/2016 11:07:08 AM,05/19/2016 11:10:09 AM,05/19/2016 11:27:46 AM,N,Y,234,190,3,2,1
1614005780210532,05/19/2016 12:00:03 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Other,NonMedical Emergencies,54,05/19/2016 12:00:57 PM,05/19/2016 12:01:59 PM,05/19/2016 12:08:08 PM,05/19/2016 12:13:54 PM,N,Y,485,431,1,1,1
1614005770110717,05/19/2016 02:51:44 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,05/19/2016 02:51:51 PM,05/19/2016 02:52:13 PM,05/19/2016 03:00:09 PM,05/19/2016 03:32:26 PM,N,Y,505,498,0,1,0
1614003940110751,05/19/2016 03:11:30 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,285,05/19/2016 03:16:15 PM,05/19/2016 03:16:29 PM,05/19/2016 03:20:35 PM,05/19/2016 03:33:42 PM,N,N,545,260,1,0,0
1614004810210762,05/19/2016 03:21:41 PM,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,70,05/19/2016 03:22:51 PM,05/19/2016 03:23:18 PM,05/19/2016 03:30:52 PM,05/19/2016 03:36:14 PM,N,Y,551,481,3,2,1
1614004640410913,05/19/2016 05:56:19 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,05/19/2016 05:56:25 PM,05/19/2016 05:56:41 PM,05/19/2016 06:01:52 PM,05/19/2016 06:25:33 PM,N,Y,333,327,1,0,0
1614003670110976,05/19/2016 07:13:38 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,84,05/19/2016 07:15:02 PM,05/19/2016 07:15:17 PM,05/19/2016 07:19:28 PM,05/19/2016 07:34:14 PM,N,N,350,266,1,0,0
