,STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY,LATITUDE,LONGITUDE
875,1.6154E+15,6/2/16 12:10,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,20,6/2/16 12:10,6/2/16 12:10,6/2/16 12:14,6/2/16 12:20,N,N,257,237,1,0,0,40.7291746,-73.9872494
876,1.6154E+15,6/2/16 13:29,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,58,6/2/16 13:30,6/2/16 13:30,6/2/16 13:34,6/2/16 13:51,N,Y,307,249,1,1,1,40.7290028,-73.9937742
877,1.6154E+15,6/2/16 15:11,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,School Fire,Structural Fires,65,6/2/16 15:13,6/2/16 15:13,6/2/16 15:17,6/2/16 15:30,N,Y,343,278,3,2,1,40.7370595,-73.9865336
878,1.6154E+15,6/2/16 15:21,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/2/16 15:21,6/2/16 15:21,6/2/16 15:25,6/2/16 15:34,N,Y,265,260,1,0,0,40.7299926,-73.99408
879,1.6154E+15,6/2/16 15:27,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,6/2/16 15:27,6/2/16 15:28,6/2/16 15:33,6/2/16 15:54,N,N,334,323,1,0,0,40.7357932,-73.9853797
880,1.6154E+15,6/2/16 16:52,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,6/2/16 16:52,6/2/16 16:52,6/2/16 16:58,6/2/16 17:09,N,Y,349,341,1,0,0,40.7299926,-73.99408
881,1.6154E+15,6/2/16 17:38,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,5,6/2/16 17:38,6/2/16 17:38,6/2/16 17:42,6/2/16 17:51,N,Y,205,200,1,0,0,40.7346509,-73.9882781
882,1.6155E+15,6/3/16 4:43,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,34,6/3/16 4:43,6/3/16 4:44,6/3/16 4:47,6/3/16 5:04,N,Y,258,224,3,2,1,40.7290028,-73.9937742
883,1.6155E+15,6/3/16 10:06,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,38,6/3/16 10:07,6/3/16 10:07,6/3/16 10:12,6/3/16 10:17,N,Y,361,323,2,2,1,40.7279634,-73.9881305
884,1.61551E+15,6/3/16 14:20,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,53,6/3/16 14:21,6/3/16 14:24,6/3/16 14:33,6/3/16 14:39,N,Y,820,767,0,1,1,40.7332923,-73.9933363
885,1.6155E+15,6/3/16 14:21,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,25,6/3/16 14:22,6/3/16 14:22,6/3/16 14:22,6/3/16 14:30,N,Y,34,9,1,0,0,40.7307173,-73.989061
886,1.6155E+15,6/3/16 15:11,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,62,6/3/16 15:12,6/3/16 15:13,6/3/16 15:18,6/3/16 15:26,N,Y,399,337,1,1,1,40.734242,-73.9835512
887,1.6155E+15,6/3/16 16:27,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,13,6/3/16 16:28,6/3/16 16:28,6/3/16 16:32,6/3/16 16:56,N,Y,267,254,2,2,1,40.7346182,-73.986211
888,1.6155E+15,6/3/16 22:45,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,178,6/3/16 22:48,6/3/16 22:48,6/3/16 22:52,6/3/16 23:20,N,Y,462,284,1,0,0,40.7295535,-73.9899172
889,1.6156E+15,6/4/16 0:14,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,33,6/4/16 0:14,6/4/16 0:15,6/4/16 0:18,6/4/16 0:27,N,Y,298,265,1,1,0,40.7295535,-73.9899172
890,1.6156E+15,6/4/16 2:18,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,55,6/4/16 2:19,6/4/16 2:19,6/4/16 2:23,6/4/16 2:28,N,Y,304,249,3,2,1,40.7295535,-73.9899172
891,1.6156E+15,6/4/16 5:57,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/4/16 5:57,6/4/16 5:58,6/4/16 6:03,6/4/16 6:19,N,Y,345,340,1,0,0,40.7316589,-73.9854323
892,1.6156E+15,6/4/16 7:48,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,22,6/4/16 7:48,6/4/16 7:48,6/4/16 7:51,6/4/16 8:02,N,Y,199,177,3,2,1,40.7307173,-73.989061
893,1.6156E+15,6/4/16 12:29,MANHATTAN,494,3 AVE & E 20 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,50,6/4/16 12:30,6/4/16 12:30,6/4/16 12:35,6/4/16 12:54,N,Y,325,275,3,2,1,40.736971,-73.9845136
894,1.6156E+15,6/4/16 12:48,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,71,6/4/16 12:49,6/4/16 12:49,6/4/16 12:52,6/4/16 13:02,N,N,234,163,1,0,0,40.734242,-73.9835512
895,1.6156E+15,6/4/16 13:59,MANHATTAN,494,3 AVE & E 20 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,58,6/4/16 14:00,6/4/16 14:00,6/4/16 14:04,6/4/16 14:09,N,Y,318,260,3,2,1,40.736971,-73.9845136
896,1.6156E+15,6/4/16 15:30,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,33,6/4/16 15:30,6/4/16 15:31,6/4/16 15:37,6/4/16 15:41,N,Y,431,398,1,0,0,40.734242,-73.9835512
897,1.61561E+15,6/4/16 17:43,MANHATTAN,505,BROADWAY & 10 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,41,6/4/16 17:43,6/4/16 17:44,6/4/16 17:48,6/4/16 17:48,N,N,303,262,1,0,0,40.7317192,-73.9914682
898,1.6156E+15,6/4/16 18:16,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,6,6/4/16 18:16,6/4/16 18:16,6/4/16 18:20,6/4/16 18:29,N,Y,252,246,0,1,0,40.7332802,-73.9871961
899,1.6157E+15,6/5/16 16:23,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,7,6/5/16 16:23,6/5/16 16:23,6/5/16 16:28,6/5/16 16:54,N,Y,304,297,0,1,0,40.7297863,-73.9953192
900,1.6157E+15,6/5/16 18:22,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'B' Fire,Structural Fires,35,6/5/16 18:23,6/5/16 18:23,6/5/16 18:27,6/5/16 18:49,N,Y,310,275,3,2,1,40.734242,-73.9835512
901,1.6157E+15,6/5/16 20:05,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,27,6/5/16 20:05,6/5/16 20:06,6/5/16 20:09,6/5/16 20:27,N,Y,272,245,1,1,1,40.7279634,-73.9881305
902,1.6157E+15,6/5/16 20:26,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,39,6/5/16 20:27,6/5/16 20:27,6/5/16 20:28,6/5/16 20:38,N,Y,134,95,1,1,0,40.7279634,-73.9881305
903,1.6157E+15,6/5/16 20:46,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,4,6/5/16 20:46,6/5/16 20:46,6/5/16 20:50,6/5/16 20:58,N,Y,223,219,1,0,0,40.7290028,-73.9937742
904,1.6157E+15,6/5/16 21:00,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/5/16 21:00,6/5/16 21:01,6/5/16 21:07,6/5/16 21:18,N,Y,395,390,1,0,0,40.7316589,-73.9854323
905,1.6157E+15,6/5/16 21:31,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,40,6/5/16 21:32,6/5/16 21:32,6/5/16 21:36,6/5/16 21:39,N,Y,295,255,3,2,1,40.734242,-73.9835512
906,1.61581E+15,6/6/16 4:31,MANHATTAN,505,BROADWAY & 10 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,8,6/6/16 4:31,6/6/16 4:32,6/6/16 4:36,6/6/16 4:51,N,Y,281,273,1,0,1,40.7317192,-73.9914682
907,1.6158E+15,6/6/16 9:38,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,6/6/16 9:38,6/6/16 9:38,6/6/16 9:42,6/6/16 9:50,N,Y,251,240,1,0,0,40.7357932,-73.9853797
908,1.61581E+15,6/6/16 11:49,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,9,6/6/16 11:49,6/6/16 11:49,6/6/16 11:51,6/6/16 12:01,N,Y,168,159,3,2,1,40.7332923,-73.9933363
909,1.61581E+15,6/6/16 17:27,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,6/6/16 17:27,6/6/16 17:27,6/6/16 17:31,6/6/16 17:37,N,Y,277,271,1,0,0,40.7358984,-73.9912281
910,1.6158E+15,6/6/16 20:06,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/6/16 20:07,6/6/16 20:07,6/6/16 20:10,6/6/16 20:20,N,Y,202,197,1,0,0,40.7299926,-73.99408
911,1.6159E+15,6/7/16 9:26,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,56,6/7/16 9:27,6/7/16 9:27,6/7/16 9:30,6/7/16 9:38,N,Y,248,192,1,1,0,40.734242,-73.9835512
912,1.61591E+15,6/7/16 10:51,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,6/7/16 10:51,6/7/16 10:51,6/7/16 10:55,6/7/16 11:06,N,Y,252,245,1,0,0,40.733201,-73.9911174
913,1.6159E+15,6/7/16 13:32,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,11,6/7/16 13:32,6/7/16 13:32,6/7/16 13:37,6/7/16 13:46,N,Y,327,316,2,2,1,40.731264,-73.9940545
914,1.6159E+15,6/7/16 14:21,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,6/7/16 14:22,6/7/16 14:22,6/7/16 14:25,6/7/16 15:36,N,Y,231,225,1,0,0,40.7370595,-73.9865336
915,1.6159E+15,6/7/16 15:14,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,6,6/7/16 15:14,6/7/16 15:14,6/7/16 15:20,6/7/16 15:23,N,Y,348,342,1,0,0,40.7316589,-73.9854323
916,1.6159E+15,6/7/16 16:44,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Vehicle Accident - Other,NonMedical Emergencies,66,6/7/16 16:45,6/7/16 16:46,6/7/16 16:49,6/7/16 16:55,N,N,303,237,1,1,0,40.7358757,-73.9874033
917,1.61591E+15,6/7/16 17:29,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,6/7/16 17:29,6/7/16 17:29,6/7/16 17:38,6/7/16 17:44,N,Y,534,527,1,0,0,40.7345463,-73.9922668
918,1.6159E+15,6/7/16 18:29,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,176,6/7/16 18:32,6/7/16 18:33,6/7/16 18:35,6/7/16 18:43,N,N,303,127,1,0,0,40.7299926,-73.99408
919,1.61591E+15,6/7/16 19:09,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,3,6/7/16 19:09,6/7/16 19:10,6/7/16 19:13,6/7/16 19:14,N,Y,225,222,1,0,0,40.7358984,-73.9912281
920,1.61601E+15,6/8/16 17:29,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,6/8/16 17:30,6/8/16 17:30,6/8/16 17:36,6/8/16 17:54,N,Y,408,401,1,0,0,40.7345463,-73.9922668
921,1.616E+15,6/8/16 18:46,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,9,6/8/16 18:46,6/8/16 18:46,6/8/16 18:56,6/8/16 19:07,N,Y,585,576,1,0,0,40.734242,-73.9835512
922,1.6161E+15,6/9/16 7:57,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,44,6/9/16 7:58,6/9/16 7:58,6/9/16 8:02,6/9/16 8:09,N,Y,268,224,3,2,1,40.7295535,-73.9899172
923,1.6161E+15,6/9/16 8:55,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Private Dwelling Fire,Structural Fires,65,6/9/16 8:56,6/9/16 8:57,6/9/16 9:01,6/9/16 9:12,N,Y,340,275,1,1,0,40.7354347,-73.9826915
924,1.61611E+15,6/9/16 10:24,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,56,6/9/16 10:25,6/9/16 10:25,6/9/16 10:29,6/9/16 10:33,N,Y,313,257,3,2,1,40.7358984,-73.9912281
925,1.6161E+15,6/9/16 12:15,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,23,6/9/16 12:16,6/9/16 12:16,6/9/16 12:21,6/9/16 12:25,N,N,364,341,1,0,0,40.734242,-73.9835512
926,1.6161E+15,6/9/16 15:24,MANHATTAN,456,2 AVE & E 11 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,6,6/9/16 15:24,6/9/16 15:24,6/9/16 15:30,6/9/16 15:33,N,Y,342,336,1,0,0,40.730379,-73.9863665
927,1.6161E+15,6/9/16 18:31,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,9,6/9/16 18:31,6/9/16 18:33,6/9/16 18:35,6/9/16 18:36,N,Y,231,222,1,0,0,40.7346509,-73.9882781
928,1.6161E+15,6/9/16 19:31,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,14,6/9/16 19:31,6/9/16 19:32,6/9/16 19:36,6/9/16 19:41,N,Y,318,304,1,0,0,40.7346509,-73.9882781
929,1.61611E+15,6/9/16 20:13,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,17,6/9/16 20:13,6/9/16 20:14,6/9/16 20:17,6/9/16 20:26,N,Y,259,242,1,0,0,40.7358984,-73.9912281
930,1.61611E+15,6/9/16 21:50,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,5,6/9/16 21:50,6/9/16 21:50,6/9/16 21:53,6/9/16 22:34,N,Y,194,189,0,1,0,40.733201,-73.9911174
931,1.6162E+15,6/10/16 0:16,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,79,6/10/16 0:17,6/10/16 0:17,6/10/16 0:20,6/10/16 0:22,N,Y,241,162,3,2,1,40.7279634,-73.9881305
932,1.6162E+15,6/10/16 3:27,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/10/16 3:27,6/10/16 3:28,6/10/16 3:31,6/10/16 3:42,N,Y,239,234,1,0,0,40.7278625,-73.9931345
933,1.61621E+15,6/10/16 13:21,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/10/16 13:21,6/10/16 13:21,6/10/16 13:25,6/10/16 13:35,N,Y,273,268,1,0,0,40.7332923,-73.9933363
934,1.6162E+15,6/10/16 17:11,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,6/10/16 17:12,6/10/16 17:12,6/10/16 17:16,6/10/16 17:29,N,Y,279,271,1,0,0,40.734242,-73.9835512
935,1.6162E+15,6/10/16 17:16,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,7,6/10/16 17:16,6/10/16 17:16,6/10/16 17:20,6/10/16 17:24,N,Y,229,222,1,0,0,40.7299926,-73.99408
936,1.61621E+15,6/10/16 21:40,MANHATTAN,505,BROADWAY & 10 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,8,6/10/16 21:40,6/10/16 21:41,6/10/16 21:44,6/10/16 21:50,N,Y,272,264,1,0,0,40.7317192,-73.9914682
937,1.6162E+15,6/10/16 22:51,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,15,6/10/16 22:51,6/10/16 22:51,6/10/16 23:01,6/10/16 23:22,N,Y,640,625,0,1,0,40.7291746,-73.9872494
938,1.6163E+15,6/11/16 1:13,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,6/11/16 1:13,6/11/16 1:14,6/11/16 1:24,6/11/16 1:25,N,N,659,653,1,0,0,40.7291746,-73.9872494
939,1.6163E+15,6/11/16 14:00,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,7,6/11/16 14:00,6/11/16 14:00,6/11/16 14:07,6/11/16 14:10,N,Y,414,407,1,0,0,40.7332802,-73.9871961
940,1.6163E+15,6/11/16 15:31,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,6/11/16 15:31,6/11/16 15:31,6/11/16 15:35,6/11/16 15:42,N,Y,276,271,1,0,0,40.7305773,-73.9924238
941,1.6163E+15,6/11/16 18:46,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,6/11/16 18:46,6/11/16 18:46,6/11/16 18:47,6/11/16 19:10,N,Y,34,24,1,0,0,40.7346509,-73.9882781
942,1.6163E+15,6/11/16 19:09,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,6/11/16 19:09,6/11/16 19:09,6/11/16 19:13,6/11/16 19:28,N,Y,277,271,1,0,0,40.7299926,-73.99408
943,1.6163E+15,6/11/16 22:07,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,6/11/16 22:07,6/11/16 22:07,6/11/16 22:10,6/11/16 22:21,N,Y,174,168,1,0,0,40.7332802,-73.9871961
944,1.6164E+15,6/12/16 5:09,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Vehicle Accident - Other,NonMedical Emergencies,14,6/12/16 5:09,6/12/16 5:10,6/12/16 5:13,6/12/16 6:31,N,Y,252,238,4,2,3,40.7332802,-73.9871961
945,1.6164E+15,6/12/16 7:32,MANHATTAN,456,2 AVE & E 11 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,6/12/16 7:32,6/12/16 7:32,6/12/16 7:37,6/12/16 7:40,N,Y,319,315,1,0,0,40.730379,-73.9863665
946,1.6164E+15,6/12/16 7:38,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,132,6/12/16 7:40,6/12/16 7:41,6/12/16 7:43,6/12/16 8:31,N,N,270,138,1,0,0,40.7319753,-73.9881577
947,1.6164E+15,6/12/16 11:30,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,6/12/16 11:30,6/12/16 11:30,6/12/16 11:34,6/12/16 11:41,N,Y,213,206,1,0,0,40.7295535,-73.9899172
948,1.61641E+15,6/12/16 22:24,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,5,6/12/16 22:24,6/12/16 22:24,6/12/16 22:29,6/12/16 22:35,N,Y,303,298,1,1,1,40.7332923,-73.9933363
